Year,Number,Name,Purpose,Address,Landcat,Area,Cd,Cu,As,Hg,Pb,Cr_six,Zn,Ni,F,Organicp,PCBS,CN,Penole,Benzen,Toluen, Ethylbenzene,Xylene,TPH,TCE,PCE,Benzoapyrene,pH,XX,YY,X,Y
2018,UONA①NA60,아산화천,배경농도지점(자연),충청남도 논산시 강산동 68,임야,114050,0,19.2,0,0.03,20.7,0,73,33.4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8,127.094,36.185,963480.036,1798681.532
2018,UONA①NA62,송곡초등,배경농도지점(자연),충청남도 당진시 원당동 312,임야,15393,0,2.3,0,0.03,7.1,0.7,65.7,12.7,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1,126.655,36.908,924738.118,1879215.849
2018,UNNA②NA109,아산백암,배경농도지점(사람활동),충청남도 천안시 동남구 광덕면 광덕리 554-3,답,3921,0,12.7,5.36,0.02,19.5,0,56.4,16.3,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,127.046,36.671,959447.599,1852653.627
2018,USNA②NA115,아산성내,배경농도지점(사람활동),충청남도 청양군 청양읍 장승리 552-2,전,295,0,16.2,2.19,0.02,14,0.7,94.1,13.5,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6,126.765,36.452,934177.669,1828559.13
2018,UKNA②NA152,아산대아,배경농도지점(사람활동),충청남도 천안시 동남구 원성동 260,대지(주거),12271,0,15.3,2.29,0.03,24.1,0,80.5,19.7,219,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,127.154,36.808,969150.561,1867834.072
2018,UKNA②NA153,아산학성,배경농도지점(사람활동),충청남도 아산시 인주면 금성리 126,대지(주거),29993,0,18.2,2.96,0.02,25.7,0,87.6,11.7,253,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,126.879,36.847,944629.627,1872222.483
2018,UANA②NA204,온천초등,배경농도지점(사람활동),충청남도 천안시 서북구 성거읍 천흥리 315-1,학교용지,40982,7.6,87.8,228.63,0.19,229,0,190,21.9,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,127.208,36.883,973942.626,1876160.845
2018,UANA②NA205,배방초등,배경농도지점(사람활동),충청북도 단양군 매포읍 평동리 271,학교용지,21308,0.13,3.8,5.31,0,10.4,0,36.7,9.5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,128.302,37.034,1071313.33,1893112.79
2018,USNA③NA241,송악역촌,오염영향지점(도로),충청남도 천안시 서북구 성성동 494,전,406,0,28.5,0,0.03,18,0,128.7,28.3,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8,127.12,36.851,966086.687,1872590.267
2018,UNNA⑤NA277,탕정산단,오염영향지점(산업단지),충청남도 논산시 가야곡면 왕암리 270-1,답,704,0,12.1,0,0.05,12.1,0.6,62.1,12.2,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,127.149,36.131,968380.773,1792708.954
2018,UENA⑤NA289,인주산단,오염영향지점(산업단지),충청북도 음성군 음성읍 읍내리 209,잡종지(3지역 외),6344,0,4.3,0,0.11,27.8,0,108.7,5.7,37,NA,0,0,0,0,0,0,0,153,NA,NA,NA,5.5,127.693,36.94,1017172.049,1882440.56
2018,UONA①NA222,서산율목,배경농도지점(자연),충청남도 홍성군 광천읍 신진리 429-85,임야,3106,0.14,18.3,4.86,0.04,13.6,0,65.4,11.4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,126.621,36.503,921306.657,1834263.559
2018,UONA①NA34,서산취평,배경농도지점(자연),충청남도 천안시 서북구 신당동 산 23-2,임야,2009,0,14,0,0.05,11.5,0,58.7,19.4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4,127.165,36.856,970128.655,1873082.479
2018,UONA①NA55,서산온석,배경농도지점(자연),충청남도 금산군 제원면 제원리 49-4,임야,6053,0,2.1,3.66,0.04,27.1,0,46.3,3.2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,127.55,36.113,1004518.407,1790617.884
2018,UNNA②NA108,서산부산,배경농도지점(사람활동),충청남도 금산군 군북면 조정리 산 70,답,993,0,9,4.73,0.02,11.3,0,40.1,16.8,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6,127.523,36.194,1002083.118,1799626.154
2018,UKNA②NA150,서산주공,배경농도지점(사람활동),충청남도 서산시 온석동 49,대지(주거),8269,0.19,15.4,5.49,0.27,38,0,122.6,19.6,164,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,126.475,36.798,908570.847,1867092.818
2018,UKNA②NA151,서산동아,배경농도지점(사람활동),충청남도 부여군 규암면 반산리 276,대지,7879,0,7.1,3.16,0.04,20.3,0,64.2,7.5,275,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9,126.865,36.273,942963.724,1808553.341
2018,UANA②NA200,부춘초등,배경농도지점(사람활동),충청남도 예산군 예산읍 예산리 107-1,학교용지,22739,0,5.5,1.86,0,11.2,0,45.9,12.2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6,126.85,36.683,941909.091,1854103.411
2018,UANA②NA201,서령초등,배경농도지점(사람활동),충청남도 논산시 광석면 오강리 129-11,학교용지,16840,0.37,4.7,7.88,0.01,43.1,0,43.8,7.6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,127.077,36.264,961995.026,1807454.294
2018,UNNA③NA229,서산창리1,오염영향지점(도로),충청남도 보령시 대천동 37-2,답,833,0.13,14.1,2.66,0.03,15.4,0,64.8,18.2,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,126.599,36.354,919180.075,1817759.209
2018,UENA③NA245,서산창리2,오염영향지점(도로),충청남도 보령시 남포면 창동리 635-103,잡종지(3지역 외),883,0,10,2.92,0,9.2,0.6,40.8,10.9,273,NA,0,0,0,0,0,0,0,0,NA,NA,NA,5.7,126.608,36.314,919922.288,1813293.052
2018,UNNA⑤NA275,서산자동차산단,오염영향지점(산업단지),충청남도 보령시 미산면 늑전리 산 27,답,2268,0.24,14.8,7.66,0.03,20.8,0.6,57.9,19.9,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4,126.658,36.226,924348.178,1803480.727
2018,UONA⑤NA220,대죽지방산단1,오염영향지점(산업단지),충청남도 공주시 계룡면 중장리 52,임야,16681,0.53,22.6,22.47,0.04,15.3,0,59,22.1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.1,127.187,36.365,971935.652,1818676.416
2018,USNA⑤NA285,대죽지방산단2,오염영향지점(산업단지),충청북도 단양군 단성면 중방리 112,전,2124,0,22.7,3.09,0.04,12.7,0.6,4.9,9.1,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,128.321,36.929,1073090.197,1881535.416
2018,UONA①NA30,성동우곤,배경농도지점(자연),충청남도 천안시 서북구 성정동 716-1,임야,43431,0.17,5.5,5.69,0.04,15.3,0,52.7,10.5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,127.14,36.815,967933.526,1868606.289
2018,UONA①NA47,논산오강,배경농도지점(자연),충청남도 금산군 남이면 역평리 532,임야,3260,0,4.7,3.58,0.06,20.7,0,53.7,6.2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1,127.411,36.065,991960.548,1785320.556
2018,UONA①NA48,논산사정,배경농도지점(자연),충청남도 천안시 서북구 차암동 122-2,임야,1005,0,30.2,4.41,0.05,22.3,0,62.4,15.8,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7,127.114,36.849,965565.939,1872353.633
2018,UNNA②NA96,논산삼거,배경농도지점(사람활동),충청남도 태안군 태안읍 남문리 315,답,5009,0,14,2.14,0.07,15.9,0.5,67,55,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1,126.295,36.759,892478.452,1863001.935
2018,UNNA②NA97,논산아호,배경농도지점(사람활동),충청남도 서천군 문산면 신농리 산 48,답,2992,0.23,17.9,8.94,0.03,19.5,0,155.6,21.5,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8,126.736,36.133,931232.897,1793150.701
2018,UKNA②NA147,논산연산,배경농도지점(사람활동),충청남도 논산시 부적면 아호리 673-2,대지(주거),1514,0.19,8.2,0,0,31.2,0,50.9,10.2,255,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8,127.127,36.204,966426.34,1800841.067
2018,UKNA②NA148,논산미주아파트,배경농도지점(사람활동),충청남도 청양군 대치면 장곡리 14-2,대지(주거),1747,0,12.3,0,0.03,20,0,154.1,6.7,340,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8,126.859,36.417,942561.297,1824631.613
2018,UGNA②NA170,논산운동장,배경농도지점(사람활동),충청남도 서천군 장항읍 성주리 420-2,체육용지,55637,0,2.8,0,0.02,12.3,0,99,4.8,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2,126.701,36.02,928040.822,1780659.487
2018,UANA②NA193,부창초등,배경농도지점(사람활동),전북특별자치도 군산시 옥구읍 선제리 산 95,학교용지,18032,0,4.6,0,0,11.2,0,70.3,8.6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2,126.68,35.918,926037.694,1769376.285
2018,UANA②NA194,양촌초등,배경농도지점(사람활동),충청남도 당진시 고대면 대촌리 846-5,학교용지,13914,0.6,13.9,19.24,0.03,31.9,0,141.7,23,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2,126.573,36.937,917443.014,1882519.637
2018,USNA③NA239,논산강산,오염영향지점(도로),충청남도 아산시 배방읍 북수리 713-3,전,597,0.2,16.3,4.86,0.04,15,1,76.4,13.9,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,127.063,36.771,961025.7,1863773.307
2018,UCNA③NA253,논산IC,오염영향지점(도로),충청남도 아산시 영인면 성내리 433-3,도로,1348,0,16.6,2.73,0.02,24.6,0.6,147.3,13.5,263,NA,NA,0,NA,NA,NA,NA,NA,208,NA,NA,NA,8.1,126.987,36.881,954306.465,1875955.005
2018,UNNA⑤NA273,가야곡산단1,오염영향지점(산업단지),충청남도 아산시 탕정면 용두리 255,답,3560,0,8.3,5.04,0.03,18.3,0,53.4,12.2,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,127.045,36.812,959409.779,1868321.069
2018,UNNA⑤NA301,가야곡산단3,오염영향지점(산업단지),충청남도 천안시 서북구 차암동 120-1,답,2912,0,10.9,2.62,0.06,23.1,0,105.9,7.6,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,127.115,36.85,965691.888,1872533.816
2018,USNA⑤NA286,가야곡산단2,오염영향지점(산업단지),충청남도 서천군 시초면 초현리 산 12,전,212,0,33.6,0,0,5.7,1.8,65.2,13.8,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9,126.748,36.127,932329.185,1792471.897
2018,UFNA⑥NA297,금강본류,타매체연계지점(하천주변토양),충청남도 공주시 쌍신동 391,하천부지,30424,0.16,29,2.88,0.02,17.2,0,114.2,7.7,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6,127.108,36.479,964922.676,1831284.152
2018,UONA①NA49,당진대촌,배경농도지점(자연),충청남도 보령시 성주면 성주리 산 39,임야,1548,0.2,10.3,8.38,0.07,14.5,0,34.6,12.8,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,126.65,36.348,923772.031,1817099.601
2018,UONA①NA50,당진장항,배경농도지점(자연),전북특별자치도 군산시 사정동 152,임야,4265,0,8.9,6.83,0.07,16.8,0,40.7,16.8,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9,126.749,35.964,932239.586,1774367.701
2018,UONA①NA51,당진천의,배경농도지점(자연),충청남도 청양군 청양읍 읍내리 5-2,임야,2830,0.2,43.5,7.4,0.03,13.8,0,60.8,21.7,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3,126.806,36.454,937804.739,1828718.639
2018,UNNA②NA98,당진점원,배경농도지점(사람활동),충청남도 예산군 대술면 시산리 470,답,3010,0,7.6,2.22,0.04,12.3,0.8,49,14.4,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,126.875,36.676,944117.168,1853285.37
2018,UNNA②NA99,당진옥금,배경농도지점(사람활동),충청남도 당진시 합덕읍 점원리 306-4,답,10134,0,11.7,2.32,0.04,16.5,1.5,58.9,18.4,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,126.807,36.793,938205.551,1866280.737
2018,UKNA②NA149,당진청구,배경농도지점(사람활동),충청남도 홍성군 장곡면 가송리 876,대지(주거),15829,1.06,46.9,25.75,0.06,32.2,1.1,179.1,26.3,284,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,126.672,36.509,925839.329,1834862.722
2018,UANA②NA195,당진초등,배경농도지점(사람활동),전북특별자치도 군산시 내초동 159-3,학교용지,8706,0,38.9,1.69,0.01,13.6,0,47.4,13.4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,126.595,35.954,918342.104,1773433.302
2018,UANA②NA196,합덕초등,배경농도지점(사람활동),충청남도 금산군 추부면 신평리 44-2,학교용지,18402,0,3.5,3.61,0,14,0,29.6,4.8,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,127.507,36.232,1000660.357,1803874.506
2018,UONA③NA219,삽교호휴게소,오염영향지점(도로),충청남도 논산시 성동면 우곤리 산 26-1,임야,1732,0,11,3.76,0.03,21,0,103,11.3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,127.004,36.207,955422.203,1801235.488
2018,UONA①NA45,금산조정,배경농도지점(자연),충청남도 서산시 죽성동 77-2,임야,1686,0,2.1,1.76,0.08,12.8,0,44.8,3.2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,126.447,36.744,906034.937,1861193.069
2018,UONA①NA46,금산중도,배경농도지점(자연),충청남도 서산시 대산읍 대죽리 589-2,임야,1983,0,2.8,5.03,0.04,23.3,0,125,4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,126.407,36.999,902720.185,1889512.251
2018,USNA②NA116,금산역평,배경농도지점(사람활동),충청남도 보령시 웅천읍 성동리 95-13,전,1835,0.2,23.9,5.48,0.05,16.2,0.5,67.1,17.5,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,126.628,36.245,921660.054,1805606.912
2018,USNA②NA118,금산양곡,배경농도지점(사람활동),충청남도 아산시 영인면 구성리 산 34-1,전,3326,0.17,36,2.23,0.04,16.4,0.5,113.2,6.4,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4,126.952,36.895,951197.621,1877508.602
2018,UNNA③NA226,제원제원,오염영향지점(도로),충청남도 청양군 정산면 신덕리 322-10,답,2104,0,27.7,0,0.01,15.4,0,172,3.7,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1,126.926,36.416,948538.794,1824407.251
2018,UNNA③NA232,금산하신,오염영향지점(도로),충청남도 아산시 염치읍 백암리 265-2,답,1385,0,6.8,1.73,0.03,20.2,0.5,113.4,6.2,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,127.027,36.802,957793.116,1867158.655
2018,UNNA③NA300,추부신평,오염영향지점(도로),전북특별자치도 익산시 춘포면 덕실리 29-17,답,1621,0.2,29.8,3.12,0.08,24,0,65.8,19.7,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1,127.01,35.91,955826.191,1768246.49
2018,UONA①NA221,부여만수,배경농도지점(자연),충청남도 부여군 구룡면 태양리 산 27-3,임야,7736,0.24,24.1,5.95,0.1,25.5,0,97.4,12.6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,126.811,36.255,938067.298,1806642.369
2018,UONA①NA33,삼충사,배경농도지점(자연),충청남도 예산군 예산읍 신례원리 582,임야,3041,0.13,7.5,5.49,0.04,14.4,0,45.9,13.5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,126.839,36.723,940950.072,1858525.895
2018,UONA①NA54,부여태양,배경농도지점(자연),충청남도 예산군 예산읍 주교리 433-2,임야,3161,0,6.8,5.55,0.09,24,0,29.4,7.2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,126.826,36.679,939784.244,1853702.622
2018,UANA②NA199,규암초교,배경농도지점(사람활동),전북특별자치도 익산시 팔봉동 435,학교용지,11107,0,4.8,2.59,0.01,11.7,0,55.6,10.1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4,127.009,35.967,955751.963,1774561.476
2018,UANA②NA214,백제중,배경농도지점(사람활동),충청남도 서천군 시초면 초현리 84-1,학교용지,26628,0,4.5,3.06,0.01,14.1,0,51.5,9.9,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,126.752,36.123,932678.147,1791983.234
2018,UNNA③NA228,부여은산,오염영향지점(도로),충청남도 논산시 강경읍 채산리 573,답,4145,0,7.1,0,0.02,11.7,0,53.3,15.9,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,127.007,36.152,955648.354,1795059.059
2018,USNA③NA240,부여군수,오염영향지점(도로),충청남도 태안군 안면읍 승언리 846-4,전,1205,0.23,21.5,6.45,0.07,21.4,0.8,77.4,11.2,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,126.347,36.528,896779.965,1837293.965
2018,UONA①NA224,서천수암,배경농도지점(자연),충청남도 논산시 양촌면 인천리 403,임야,2678,0,16.5,4.63,0.04,19.6,0.7,61.6,19.3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,127.234,36.139,976033.449,1793530.344
2018,UONA①NA225,서천신농,배경농도지점(자연),충청남도 논산시 가야곡면 야촌리 487-1,임야,8556,0,9.8,5.52,0.06,15.5,0,56.4,30.6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,127.144,36.133,967970.493,1792889.417
2018,UONA①NA226,서천송내,배경농도지점(자연),충청남도 서산시 음암면 율목리 산 31,임야,9322,1.4,75.3,25.52,0.1,95.1,0,57.1,8.1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,126.509,36.815,911648.293,1868955.578
2018,UONA①NA57,서천초현,배경농도지점(자연),충청남도 아산시 염치읍 송곡리 51-2,임야,14777,0,19.9,2.89,0.03,25.9,0,105.2,23.1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,127.018,36.807,957010.603,1867726.96
2018,USNA②NA117,서천금덕,배경농도지점(사람활동),충청남도 예산군 덕산면 사천리 318,전,1845,0,8.3,0,0.01,15,1.2,82.7,19.5,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6,126.625,36.657,921801.491,1851325.522
2018,UANA②NA202,장항초등,배경농도지점(사람활동),전북특별자치도 익산시 용제동 496-11,학교용지,10472,0.33,20.3,10.45,0.02,42.1,0.7,82.3,16.3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,126.997,35.949,954645.071,1772622.932
2018,UANA②NA203,서천여고,배경농도지점(사람활동),전북특별자치도 군산시 나운동 산 335-2,학교용지,20037,0.36,12.1,6.88,0,58.5,0,82.6,6.6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1,126.691,35.956,927041.726,1773546.025
2018,UANA②NA215,시초초등,배경농도지점(사람활동),전북특별자치도 군산시 소룡동 산 120,학교용지,2767,0.16,21.9,2.65,0.01,33.8,0.5,112.9,22.7,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9,126.691,35.975,927039.607,1775706.696
2018,UNNA③NA233,서천군사,오염영향지점(도로),충청남도 서천군 장항읍 원수리 45-11,답,2464,0.16,12.9,5.65,0.08,20.6,0,44.2,11.9,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,126.723,36.008,930014.082,1779331.234
2018,USNA③NA238,장항장암,오염영향지점(도로),전북특별자치도 김제시 죽산면 죽산리 1177-6,전,750,0,19.5,0,0.01,15.2,0.5,93.4,37,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,126.799,35.781,936684.577,1754096.636
2018,UNNA⑤NA272,장항원수,오염영향지점(산업단지),충청남도 금산군 금성면 하신리 268-3,답,3901,0.2,13.9,7.05,0.04,21.6,0,42.8,12.2,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,127.484,36.159,998539.635,1795720.747
2018,UONA①NA67,청양대봉,배경농도지점(자연),충청남도 서산시 읍내동 130,임야,31339,0,31.1,3.99,0.04,20.1,0,79.7,33.9,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,126.446,36.779,905947.03,1865058.89
2018,UTNA①NA74,장곡사,배경농도지점(자연),충청남도 홍성군 홍성읍 오관리 333,종교용지,688,0.4,21.6,10.07,0.33,31.1,0,68.1,33.4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,126.67,36.599,925752.289,1844876.784
2018,UONA②NA82,칠갑도립공원,배경농도지점(사람활동),충청남도 금산군 부리면 양곡리 123,임야,1565,2.23,24.6,26.62,0.03,131.3,0,48.1,21.2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6,127.559,36.062,1005304.339,1785030.6
2018,UNNA②NA110,청양적누,배경농도지점(사람활동),충청남도 논산시 벌곡면 사정리 210-3,답,460,0.13,30.6,3.16,0.04,18.8,0,104.4,19.6,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9,127.275,36.2,979794.84,1800346.834
2018,UKNA②NA156,청양지곡,배경농도지점(사람활동),충청남도 당진시 신평면 운정리 186-2,대지(주거),15469,0.33,31.3,6.98,0.03,30.8,0,60.7,28.4,210,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,126.826,36.889,939965.914,1876968.692
2018,UANA②NA210,청양초등,배경농도지점(사람활동),충청남도 서산시 양대동 334-1,학교용지,5133,0,2.1,2.59,0.02,20.9,0,61.7,6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3,126.451,36.755,906351.52,1862379.255
2018,UNNA③NA299,청양장승,오염영향지점(도로),전북특별자치도 군산시 임피면 보석리 산 87,답,1990.2,0,22.8,3.13,0.02,12,0.8,61.7,26,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,126.861,35.964,942338.711,1774346.908
2018,UENA③NA246,칠갑산휴게소,오염영향지점(도로),충청남도 아산시 음봉면 삼거리 245-4,잡종지(3지역 외),556,0,13.6,2.3,0.02,26.9,0,85.3,27.5,284,NA,0,0,0,0,0,0,0,99,NA,NA,NA,5.8,127.015,36.86,956763.466,1873587.359
2018,UONA①NA44,홍성소향,배경농도지점(자연),전북특별자치도 완주군 비봉면 봉산리 131-1,임야,2645,0,3.7,2.79,0.01,25,0,42.7,4.4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,127.172,35.965,970432.821,1774302.978
2018,UNNA②NA104,홍성가송,배경농도지점(사람활동),전북특별자치도 익산시 금마면 용순리 산 78,답,4030,0,44.4,0,0.04,16.4,0,80.3,35.5,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,127.026,35.991,957273.264,1777266.29
2018,UKNA②NA146,홍성상하,배경농도지점(사람활동),전북특별자치도 군산시 산북동 1863,대지(주거),7340,0,3.5,2.76,0.03,34.5,0,45.2,5.1,169,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,126.648,35.97,923142.655,1775144.124
2018,UKNA②NA158,홍성은하,배경농도지점(사람활동),충청남도 홍성군 광천읍 매현리 165,대지(주거),4595,0,14.8,3.25,0.02,31.4,1.1,120.4,18.1,291,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,126.632,36.523,922326.365,1836468.106
2018,UANA②NA213,광동초등,배경농도지점(사람활동),전북특별자치도 완주군 봉동읍 장기리 153,학교용지,20093,0,1.1,2.63,0,12.4,0,39.5,6.5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1,127.167,35.941,970008.239,1771629.052
2018,UNNA③NA236,홍성화봉,오염영향지점(도로),충청남도 서천군 서천읍 군사리 356-17,답,202,0,31.6,0,0.01,15,0,104.5,26.2,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,126.694,36.081,927388.224,1787436.999
2018,USNA③NA242,광천매현,오염영향지점(도로),충청남도 논산시 부창동 31,전,1382,0,31.9,0,0.03,21.3,0.5,79.6,27.6,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,127.085,36.2,962676.444,1800363.898
2018,UDNA④NA262,광천역,오염영향지점(철도),충청남도 태안군 안면읍 승언리 산 32-567,철도용지,11187,0.36,64.7,6.26,0.05,35.5,0,172.9,53,366,NA,NA,0,NA,NA,NA,NA,NA,104,NA,NA,0.027,5.4,126.361,36.497,898007.833,1833841.719
2018,UONA①NA39,예산향천,배경농도지점(자연),충청남도 당진시 고대면 장항리 산 125-3,임야,12761,0,15.6,0,0.03,19.8,0,74.5,29.1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,126.569,36.95,917122.852,1883878.296
2018,UONA①NA40,예산사천,배경농도지점(자연),충청남도 서천군 판교면 금덕리 210,임야,15420,0,6.8,3.88,0.02,8.8,0,36.8,12.1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,126.705,36.16,928464.643,1796182.325
2018,UONA①NA41,예산죽천,배경농도지점(자연),충청남도 서천군 문산면 수암리 산 52,임야,744,0.2,10.1,6.41,0.03,22.3,0.9,66.1,48.4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.1,126.732,36.147,930944.428,1794681.335
2018,UNNA②NA101,예산신양,배경농도지점(사람활동),충청남도 논산시 관촉동 342,답,1150,0,25,4.87,0.03,20.9,2.5,87.3,44.5,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,127.104,36.194,964426.93,1799742.463
2018,UKNA②NA154,예산현대,배경농도지점(사람활동),전북특별자치도 군산시 중앙로2가 145,대지(주거),15057,0,5.3,1.67,0.01,20.4,0,97.8,20.7,158,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4,126.717,35.982,929372.303,1776456.797
2018,UANA②NA206,예산초등,배경농도지점(사람활동),충청남도 서산시 부석면 취평리 155-1,학교용지,7646,0,12.2,3.51,0.11,14.7,0.7,72.8,12.3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4,126.409,36.705,902536.652,1856929.426
